Profile,Field,Cross-reference,MS,Consumer,Producer
EHDSMedicationDispense,relatedRequest,EHDSMedicationDispense.relatedRequest,,SHALL:process,SHALL:able-to-populate
EHDSMedicationDispense,medication,EHDSMedicationDispense.medication,,SHALL:process,SHALL:able-to-populate
EHDSMedicationDispense,dispensedQuantity,EHDSMedicationDispense.dispensedQuantity,,SHALL:process,SHALL:able-to-populate
EHDSMedicationDispense,timeOfDispensation,EHDSMedicationDispense.timeOfDispensation,,,
EHDSMedicationDispense,substitutionOccurred,EHDSMedicationDispense.substitutionOccurred,,,
EHDSMedicationDispense,dosageInstructions,EHDSMedicationDispense.dosageInstructions,,SHOULD:process,SHOULD:able-to-populate
EHDSMedicationDispense,note,EHDSMedicationDispense.note,,,
EHDSMedicationPrescription,header,EHDSMedicationPrescription.header,,,
EHDSMedicationPrescription,header.subject,EHDSMedicationPrescription.header.subject,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,header.identifier,EHDSMedicationPrescription.header.identifier,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,header.author[x],EHDSMedicationPrescription.header.author[x],,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,header.date,EHDSMedicationPrescription.header.date,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,header.status,EHDSMedicationPrescription.header.status,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,header.source,EHDSMedicationPrescription.header.source,,,
EHDSMedicationPrescription,header.language,EHDSMedicationPrescription.header.language,,,
EHDSMedicationPrescription,header.statusReason[x],EHDSMedicationPrescription.header.statusReason[x],,,
EHDSMedicationPrescription,presentedForm,EHDSMedicationPrescription.presentedForm,,SHOULD:display,SHOULD:able-to-populate
EHDSMedicationPrescription,prescriptionItem,EHDSMedicationPrescription.prescriptionItem,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.identifier,EHDSMedicationPrescription.prescriptionItem.identifier,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.status,EHDSMedicationPrescription.prescriptionItem.status,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.statusReason[x],EHDSMedicationPrescription.prescriptionItem.statusReason[x],,,
EHDSMedicationPrescription,prescriptionItem.medication,EHDSMedicationPrescription.prescriptionItem.medication,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.indication[x],EHDSMedicationPrescription.prescriptionItem.indication[x],,,
EHDSMedicationPrescription,prescriptionItem.intendedUseType,EHDSMedicationPrescription.prescriptionItem.intendedUseType,,,
EHDSMedicationPrescription,prescriptionItem.periodOfUse,EHDSMedicationPrescription.prescriptionItem.periodOfUse,,,
EHDSMedicationPrescription,prescriptionItem.quantityPrescribed,EHDSMedicationPrescription.prescriptionItem.quantityPrescribed,,SHOULD:process,SHOULD:able-to-populate
EHDSMedicationPrescription,prescriptionItem.dosageInstructions,EHDSMedicationPrescription.prescriptionItem.dosageInstructions,,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.validityPeriod,EHDSMedicationPrescription.prescriptionItem.validityPeriod,,SHOULD:process,SHOULD:able-to-populate
EHDSMedicationPrescription,prescriptionItem.substitution,EHDSMedicationPrescription.prescriptionItem.substitution,,SHOULD:process,SHOULD:able-to-populate
EHDSMedicationPrescription,prescriptionItem.substitution.allowed[x],EHDSMedicationPrescription.prescriptionItem.substitution.allowed[x],,SHALL:process,SHALL:able-to-populate
EHDSMedicationPrescription,prescriptionItem.substitution.reason[x],EHDSMedicationPrescription.prescriptionItem.substitution.reason[x],,,
EHDSMedicationPrescription,prescriptionItem.numberOfRepeats,EHDSMedicationPrescription.prescriptionItem.numberOfRepeats,,,
EHDSMedicationPrescription,prescriptionItem.minimumDispenseInterval,EHDSMedicationPrescription.prescriptionItem.minimumDispenseInterval,,,
EHDSMedicationPrescription,prescriptionItem.offLabel,EHDSMedicationPrescription.prescriptionItem.offLabel,,,
EHDSMedicationPrescription,prescriptionItem.offLabel.isOffLabelUse,EHDSMedicationPrescription.prescriptionItem.offLabel.isOffLabelUse,,,
EHDSMedicationPrescription,prescriptionItem.offLabel.reason[x],EHDSMedicationPrescription.prescriptionItem.offLabel.reason[x],,,
EHDSMedicationPrescription,prescriptionItem.note,EHDSMedicationPrescription.prescriptionItem.note,,SHOULD:display,SHOULD:able-to-populate
EHDSMedicationUse,header,EHDSMedicationUse.header,,,
EHDSMedicationUse,header.subject,EHDSMedicationUse.header.subject,,,SHALL:able-to-populate
EHDSMedicationUse,header.identifier,EHDSMedicationUse.header.identifier,,,
EHDSMedicationUse,header.author[x],EHDSMedicationUse.header.author[x],,,
EHDSMedicationUse,header.date,EHDSMedicationUse.header.date,,,
EHDSMedicationUse,header.status,EHDSMedicationUse.header.status,,,SHALL:able-to-populate
EHDSMedicationUse,header.source,EHDSMedicationUse.header.source,,,
EHDSMedicationUse,header.language,EHDSMedicationUse.header.language,,,
EHDSMedicationUse,treatmentStatus,EHDSMedicationUse.treatmentStatus,,,
EHDSMedicationUse,changeType,EHDSMedicationUse.changeType,,,
EHDSMedicationUse,medication,EHDSMedicationUse.medication,,,SHALL:able-to-populate
EHDSMedicationUse,reason[x],EHDSMedicationUse.reason[x],,,SHOULD:able-to-populate
EHDSMedicationUse,dosageInstructions,EHDSMedicationUse.dosageInstructions,,,SHALL:able-to-populate
EHDSMedicationUse,periodOfUse,EHDSMedicationUse.periodOfUse,,,SHALL:able-to-populate
EHDSMedicationUse,derivedFrom[x],EHDSMedicationUse.derivedFrom[x],,,
EHDSMedicationUse,note,EHDSMedicationUse.note,,,SHOULD:able-to-populate
EHDSObservation,header,EHDSObservation.header,,,
EHDSObservation,header.subject,EHDSObservation.header.subject,,SHALL:process,SHALL:able-to-populate
EHDSObservation,header.identifier,EHDSObservation.header.identifier,,SHALL:process,SHALL:able-to-populate
EHDSObservation,header.author[x],EHDSObservation.header.author[x],,SHOULD:display,SHOULD:able-to-populate
EHDSObservation,header.date,EHDSObservation.header.date,,,
EHDSObservation,header.status,EHDSObservation.header.status,,SHALL:display,SHALL:able-to-populate
EHDSObservation,header.source,EHDSObservation.header.source,,,
EHDSObservation,header.language,EHDSObservation.header.language,,,
EHDSObservation,header.directSubject[x],EHDSObservation.header.directSubject[x],,SHALL:display,SHALL:able-to-populate
EHDSObservation,observationDate[x],EHDSObservation.observationDate[x],,SHALL:display,SHALL:able-to-populate
EHDSObservation,type,EHDSObservation.type,,SHALL:process,SHALL:able-to-populate
EHDSObservation,originalName,EHDSObservation.originalName,,SHOULD:display,SHOULD:able-to-populate
EHDSObservation,method,EHDSObservation.method,,,
EHDSObservation,specimen,EHDSObservation.specimen,,,
EHDSObservation,order,EHDSObservation.order,,,
EHDSObservation,performer[x],EHDSObservation.performer[x],,,SHOULD:able-to-populate
EHDSObservation,bodySite,EHDSObservation.bodySite,,,
EHDSObservation,result,EHDSObservation.result,,SHALL:display,SHALL:able-to-populate
EHDSObservation,result.value[x],EHDSObservation.result.value[x],,SHALL:display,SHALL:able-to-populate
EHDSObservation,result.uncertainty,EHDSObservation.result.uncertainty,,SHOULD:display,SHOULD:able-to-populate
EHDSObservation,result.uncertainty.value,EHDSObservation.result.uncertainty.value,,,
EHDSObservation,result.uncertainty.type,EHDSObservation.result.uncertainty.type,,,
EHDSObservation,result.dataAbsentReason,EHDSObservation.result.dataAbsentReason,,SHALL:display,SHALL:able-to-populate
EHDSObservation,referenceRange,EHDSObservation.referenceRange,,SHALL:display,SHOULD:able-to-populate
EHDSObservation,referenceRange.low,EHDSObservation.referenceRange.low,,,
EHDSObservation,referenceRange.high,EHDSObservation.referenceRange.high,,,
EHDSObservation,referenceRange.normalValue,EHDSObservation.referenceRange.normalValue,,,
EHDSObservation,referenceRange.type,EHDSObservation.referenceRange.type,,,
EHDSObservation,referenceRange.appliesTo,EHDSObservation.referenceRange.appliesTo,,,
EHDSObservation,referenceRange.age,EHDSObservation.referenceRange.age,,,
EHDSObservation,referenceRange.text,EHDSObservation.referenceRange.text,,,
EHDSObservation,interpretation,EHDSObservation.interpretation,,,
EHDSObservation,note,EHDSObservation.note,,,
EHDSObservation,component,EHDSObservation.component,,,
EHDSObservation,component.type,EHDSObservation.component.type,,SHALL:process,SHALL:able-to-populate
EHDSObservation,component.originalName,EHDSObservation.component.originalName,,SHOULD:display,SHOULD:able-to-populate
EHDSObservation,component.result,EHDSObservation.component.result,,SHALL:display,SHALL:able-to-populate
EHDSObservation,component.result.value[x],EHDSObservation.component.result.value[x],,,SHALL:able-to-populate
EHDSObservation,component.result.uncertainty,EHDSObservation.component.result.uncertainty,,SHOULD:display,SHOULD:able-to-populate
EHDSObservation,component.result.uncertainty.value,EHDSObservation.component.result.uncertainty.value,,,
EHDSObservation,component.result.uncertainty.type,EHDSObservation.component.result.uncertainty.type,,,
EHDSObservation,component.result.dataAbsentReason,EHDSObservation.component.result.dataAbsentReason,,SHALL:display,SHALL:able-to-populate
EHDSObservation,component.referenceRange,EHDSObservation.component.referenceRange,,SHALL:display,SHOULD:able-to-populate
EHDSObservation,component.referenceRange.low,EHDSObservation.component.referenceRange.low,,,
EHDSObservation,component.referenceRange.high,EHDSObservation.component.referenceRange.high,,,
EHDSObservation,component.referenceRange.normalValue,EHDSObservation.component.referenceRange.normalValue,,,
EHDSObservation,component.referenceRange.type,EHDSObservation.component.referenceRange.type,,,
EHDSObservation,component.referenceRange.appliesTo,EHDSObservation.component.referenceRange.appliesTo,,,
EHDSObservation,component.referenceRange.age,EHDSObservation.component.referenceRange.age,,,
EHDSObservation,component.referenceRange.text,EHDSObservation.component.referenceRange.text,,,
EHDSObservation,component.interpretation,EHDSObservation.component.interpretation,,,
EHDSObservation,derivedFrom[x],EHDSObservation.derivedFrom[x],,,
EHDSObservation,hasMember[x],EHDSObservation.hasMember[x],,,
EHDSOrganisation,identifier,EHDSOrganisation.identifier,,,SHALL:able-to-populate
EHDSOrganisation,type,EHDSOrganisation.type,,,
EHDSOrganisation,name,EHDSOrganisation.name,,,SHALL:able-to-populate
EHDSOrganisation,address,EHDSOrganisation.address,,,
EHDSOrganisation,telecom,EHDSOrganisation.telecom,,,SHOULD:able-to-populate
EHDSOrganisation,partOf,EHDSOrganisation.partOf,,,
EHDSPatient,identifier,EHDSPatient.identifier,,,SHALL:able-to-populate
EHDSPatient,name,EHDSPatient.name,,,SHALL:able-to-populate
EHDSPatient,dateOfBirth,EHDSPatient.dateOfBirth,,,SHOULD:able-to-populate
EHDSPatient,deceased[x],EHDSPatient.deceased[x],,,
EHDSPatient,administrativeGender,EHDSPatient.administrativeGender,,,SHOULD:able-to-populate
EHDSPatient,address,EHDSPatient.address,,,
EHDSPatient,telecom,EHDSPatient.telecom,,,
EHDSPatientSummary,header,EHDSPatientSummary.header,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.subject,EHDSPatientSummary.header.subject,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.identifier,EHDSPatientSummary.header.identifier,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.author[x],EHDSPatientSummary.header.author[x],,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.date,EHDSPatientSummary.header.date,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.status,EHDSPatientSummary.header.status,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.source,EHDSPatientSummary.header.source,,,
EHDSPatientSummary,header.language,EHDSPatientSummary.header.language,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,header.documentType,EHDSPatientSummary.header.documentType,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.documentTitle,EHDSPatientSummary.header.documentTitle,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.period,EHDSPatientSummary.header.period,,,
EHDSPatientSummary,header.version,EHDSPatientSummary.header.version,,,
EHDSPatientSummary,header.attestation,EHDSPatientSummary.header.attestation,,,
EHDSPatientSummary,header.attestation.attester[x],EHDSPatientSummary.header.attestation.attester[x],,,
EHDSPatientSummary,header.attestation.datetime,EHDSPatientSummary.header.attestation.datetime,,,
EHDSPatientSummary,header.legalAuthentication,EHDSPatientSummary.header.legalAuthentication,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,header.legalAuthentication.legalAuthenticator[x],EHDSPatientSummary.header.legalAuthentication.legalAuthenticator[x],,,
EHDSPatientSummary,header.legalAuthentication.datetime,EHDSPatientSummary.header.legalAuthentication.datetime,,,
EHDSPatientSummary,header.eventType,EHDSPatientSummary.header.eventType,,,
EHDSPatientSummary,header.serviceSpecialty,EHDSPatientSummary.header.serviceSpecialty,,,
EHDSPatientSummary,header.custodian,EHDSPatientSummary.header.custodian,,,
EHDSPatientSummary,presentedForm,EHDSPatientSummary.presentedForm,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,alerts,EHDSPatientSummary.alerts,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,alerts.generatedNarrative,EHDSPatientSummary.alerts.generatedNarrative,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,alerts.medicalAlert,EHDSPatientSummary.alerts.medicalAlert,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,alerts.note,EHDSPatientSummary.alerts.note,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,allergiesAndIntolerances,EHDSPatientSummary.allergiesAndIntolerances,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,allergiesAndIntolerances.generatedNarrative,EHDSPatientSummary.allergiesAndIntolerances.generatedNarrative,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,allergiesAndIntolerances.allergyIntolerance,EHDSPatientSummary.allergiesAndIntolerances.allergyIntolerance,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,allergiesAndIntolerances.emptyReason,EHDSPatientSummary.allergiesAndIntolerances.emptyReason,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,allergiesAndIntolerances.note,EHDSPatientSummary.allergiesAndIntolerances.note,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,problems,EHDSPatientSummary.problems,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,problems.generatedNarrative,EHDSPatientSummary.problems.generatedNarrative,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,problems.emptyReason,EHDSPatientSummary.problems.emptyReason,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,problems.problem,EHDSPatientSummary.problems.problem,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,problems.note,EHDSPatientSummary.problems.note,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,medicationSummary,EHDSPatientSummary.medicationSummary,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicationSummary.generatedNarrative,EHDSPatientSummary.medicationSummary.generatedNarrative,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,medicationSummary.emptyReason,EHDSPatientSummary.medicationSummary.emptyReason,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicationSummary.medicationUse,EHDSPatientSummary.medicationSummary.medicationUse,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicationSummary.note,EHDSPatientSummary.medicationSummary.note,,SHOULD:display,SHOULD:able-to-populate
EHDSPatientSummary,medicalDevicesAndImplants,EHDSPatientSummary.medicalDevicesAndImplants,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicalDevicesAndImplants.generatedNarrative,EHDSPatientSummary.medicalDevicesAndImplants.generatedNarrative,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,medicalDevicesAndImplants.emptyReason,EHDSPatientSummary.medicalDevicesAndImplants.emptyReason,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicalDevicesAndImplants.deviceUse,EHDSPatientSummary.medicalDevicesAndImplants.deviceUse,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,medicalDevicesAndImplants.note,EHDSPatientSummary.medicalDevicesAndImplants.note,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,procedures,EHDSPatientSummary.procedures,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,procedures.generatedNarrative,EHDSPatientSummary.procedures.generatedNarrative,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,procedures.emptyReason,EHDSPatientSummary.procedures.emptyReason,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,procedures.procedure,EHDSPatientSummary.procedures.procedure,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,procedures.note,EHDSPatientSummary.procedures.note,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,immunisations,EHDSPatientSummary.immunisations,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,immunisations.generatedNarrative,EHDSPatientSummary.immunisations.generatedNarrative,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,immunisations.immunisation,EHDSPatientSummary.immunisations.immunisation,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,immunisations.note,EHDSPatientSummary.immunisations.note,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,functionalStatus,EHDSPatientSummary.functionalStatus,,,
EHDSPatientSummary,functionalStatus.generatedNarrative,EHDSPatientSummary.functionalStatus.generatedNarrative,,,
EHDSPatientSummary,functionalStatus.condition,EHDSPatientSummary.functionalStatus.condition,,,
EHDSPatientSummary,functionalStatus.assessment,EHDSPatientSummary.functionalStatus.assessment,,,
EHDSPatientSummary,functionalStatus.note,EHDSPatientSummary.functionalStatus.note,,,
EHDSPatientSummary,socialHistory,EHDSPatientSummary.socialHistory,,,
EHDSPatientSummary,socialHistory.generatedNarrative,EHDSPatientSummary.socialHistory.generatedNarrative,,,
EHDSPatientSummary,socialHistory.observation,EHDSPatientSummary.socialHistory.observation,,,
EHDSPatientSummary,socialHistory.note,EHDSPatientSummary.socialHistory.note,,,
EHDSPatientSummary,pregnancyHistory,EHDSPatientSummary.pregnancyHistory,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,pregnancyHistory.generatedNarrative,EHDSPatientSummary.pregnancyHistory.generatedNarrative,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,pregnancyHistory.currentPregnancyStatus,EHDSPatientSummary.pregnancyHistory.currentPregnancyStatus,,SHALL:process,SHALL:able-to-populate
EHDSPatientSummary,pregnancyHistory.previousPregnancies,EHDSPatientSummary.pregnancyHistory.previousPregnancies,,,
EHDSPatientSummary,pregnancyHistory.note,EHDSPatientSummary.pregnancyHistory.note,,SHOULD:process,SHOULD:able-to-populate
EHDSPatientSummary,travelHistory,EHDSPatientSummary.travelHistory,,,
EHDSPatientSummary,travelHistory.generatedNarrative,EHDSPatientSummary.travelHistory.generatedNarrative,,,
EHDSPatientSummary,travelHistory.travelHistory,EHDSPatientSummary.travelHistory.travelHistory,,,
EHDSPatientSummary,travelHistory.note,EHDSPatientSummary.travelHistory.note,,,
EHDSPatientSummary,patientStory,EHDSPatientSummary.patientStory,,SHOULD:process,
EHDSPatientSummary,patientStory.note,EHDSPatientSummary.patientStory.note,,,
EHDSPatientSummary,advanceDirectives,EHDSPatientSummary.advanceDirectives,,SHOULD:process,
EHDSPatientSummary,advanceDirectives.generatedNarrative,EHDSPatientSummary.advanceDirectives.generatedNarrative,,,
EHDSPatientSummary,advanceDirectives.advanceDirective,EHDSPatientSummary.advanceDirectives.advanceDirective,,,
EHDSPatientSummary,advanceDirectives.note,EHDSPatientSummary.advanceDirectives.note,,,
EHDSPatientSummary,observationResults,EHDSPatientSummary.observationResults,,,
EHDSPatientSummary,observationResults.generatedNarrative,EHDSPatientSummary.observationResults.generatedNarrative,,,
EHDSPatientSummary,observationResults.result,EHDSPatientSummary.observationResults.result,,,
EHDSPatientSummary,observationResults.note,EHDSPatientSummary.observationResults.note,,,
EHDSPatientSummary,carePlans,EHDSPatientSummary.carePlans,,,
EHDSPatientSummary,carePlans.generatedNarrative,EHDSPatientSummary.carePlans.generatedNarrative,,,
EHDSPatientSummary,carePlans.carePlan,EHDSPatientSummary.carePlans.carePlan,,,
EHDSPatientSummary,carePlans.note,EHDSPatientSummary.carePlans.note,,,
EHDSPregnancyHistory,header,EHDSPregnancyHistory.header,,,
EHDSPregnancyHistory,header.subject,EHDSPregnancyHistory.header.subject,,,
EHDSPregnancyHistory,header.identifier,EHDSPregnancyHistory.header.identifier,,,
EHDSPregnancyHistory,header.author[x],EHDSPregnancyHistory.header.author[x],,,
EHDSPregnancyHistory,header.date,EHDSPregnancyHistory.header.date,,,
EHDSPregnancyHistory,header.status,EHDSPregnancyHistory.header.status,,,
EHDSPregnancyHistory,header.source,EHDSPregnancyHistory.header.source,,,
EHDSPregnancyHistory,header.language,EHDSPregnancyHistory.header.language,,,
EHDSPregnancyHistory,endDate,EHDSPregnancyHistory.endDate,,,
EHDSPregnancyHistory,outcome,EHDSPregnancyHistory.outcome,,,
EHDSPregnancyHistory,numberOfFetuses,EHDSPregnancyHistory.numberOfFetuses,,,
EHDSPregnancyHistory,note,EHDSPregnancyHistory.note,,,
EHDSProcedure,header,EHDSProcedure.header,,,
EHDSProcedure,header.subject,EHDSProcedure.header.subject,,,SHALL:able-to-populate
EHDSProcedure,header.identifier,EHDSProcedure.header.identifier,,,SHOULD:able-to-populate
EHDSProcedure,header.author[x],EHDSProcedure.header.author[x],,,
EHDSProcedure,header.date,EHDSProcedure.header.date,,,
EHDSProcedure,header.status,EHDSProcedure.header.status,,,SHALL:able-to-populate
EHDSProcedure,header.source,EHDSProcedure.header.source,,,
EHDSProcedure,header.language,EHDSProcedure.header.language,,,
EHDSProcedure,code,EHDSProcedure.code,,,SHALL:able-to-populate
EHDSProcedure,procedureDate[x],EHDSProcedure.procedureDate[x],,,SHALL:able-to-populate
EHDSProcedure,performer,EHDSProcedure.performer,,,
EHDSProcedure,bodySite,EHDSProcedure.bodySite,,,SHOULD:able-to-populate
EHDSProcedure,reason[x],EHDSProcedure.reason[x],,,
EHDSProcedure,outcome,EHDSProcedure.outcome,,,
EHDSProcedure,complication,EHDSProcedure.complication,,,
EHDSProcedure,deviceUsed,EHDSProcedure.deviceUsed,,,
EHDSProcedure,focalDevice,EHDSProcedure.focalDevice,,,
EHDSProcedure,note,EHDSProcedure.note,,,SHOULD:able-to-populate
EHDSRelatedPerson,personalIdentifier,EHDSRelatedPerson.personalIdentifier,,,SHOULD:able-to-populate
EHDSRelatedPerson,name,EHDSRelatedPerson.name,,,SHOULD:able-to-populate
EHDSRelatedPerson,subject,EHDSRelatedPerson.subject,,,SHALL:able-to-populate
EHDSRelatedPerson,relationship,EHDSRelatedPerson.relationship,,,SHALL:able-to-populate
EHDSRelatedPerson,address,EHDSRelatedPerson.address,,,
EHDSRelatedPerson,telecom,EHDSRelatedPerson.telecom,,,SHOULD:able-to-populate
EHDSServiceRequest,header,EHDSServiceRequest.header,,,
EHDSServiceRequest,header.subject,EHDSServiceRequest.header.subject,,,
EHDSServiceRequest,header.identifier,EHDSServiceRequest.header.identifier,,,
EHDSServiceRequest,header.author[x],EHDSServiceRequest.header.author[x],,,
EHDSServiceRequest,header.date,EHDSServiceRequest.header.date,,,
EHDSServiceRequest,header.status,EHDSServiceRequest.header.status,,,
EHDSServiceRequest,header.source,EHDSServiceRequest.header.source,,,
EHDSServiceRequest,header.language,EHDSServiceRequest.header.language,,,
EHDSServiceRequest,description,EHDSServiceRequest.description,,,
EHDSServiceRequest,code,EHDSServiceRequest.code,,,
EHDSServiceRequest,quantity,EHDSServiceRequest.quantity,,,
EHDSServiceRequest,bodySite,EHDSServiceRequest.bodySite,,,
EHDSServiceRequest,reason[x],EHDSServiceRequest.reason[x],,,
EHDSServiceRequest,priority,EHDSServiceRequest.priority,,,
EHDSServiceRequest,supportingInformation[x],EHDSServiceRequest.supportingInformation[x],,,
EHDSServiceRequest,specimen,EHDSServiceRequest.specimen,,,
EHDSServiceRequest,encounter,EHDSServiceRequest.encounter,,,
EHDSServiceRequest,occurrence[x],EHDSServiceRequest.occurrence[x],,,
EHDSServiceRequest,patientInstructions,EHDSServiceRequest.patientInstructions,,,
EHDSSpecimen,identifier,EHDSSpecimen.identifier,,,
EHDSSpecimen,status,EHDSSpecimen.status,,,
EHDSSpecimen,type,EHDSSpecimen.type,,,
EHDSSpecimen,specimenSource[x],EHDSSpecimen.specimenSource[x],,,
EHDSSpecimen,parentSpecimen,EHDSSpecimen.parentSpecimen,,,
EHDSSpecimen,request,EHDSSpecimen.request,,,
EHDSSpecimen,combined,EHDSSpecimen.combined,,,
EHDSSpecimen,collection,EHDSSpecimen.collection,,,
EHDSSpecimen,collection.performer[x],EHDSSpecimen.collection.performer[x],,,
EHDSSpecimen,collection.collected[x],EHDSSpecimen.collection.collected[x],,,
EHDSSpecimen,collection.quantity,EHDSSpecimen.collection.quantity,,,
EHDSSpecimen,collection.method,EHDSSpecimen.collection.method,,,
EHDSSpecimen,collection.device,EHDSSpecimen.collection.device,,,
EHDSSpecimen,collection.bodySite,EHDSSpecimen.collection.bodySite,,,
EHDSSpecimen,receivedDate,EHDSSpecimen.receivedDate,,,
EHDSSpecimen,container,EHDSSpecimen.container,,,
EHDSSpecimen,container.specimenQuantity,EHDSSpecimen.container.specimenQuantity,,,
EHDSSpecimen,container.containerDevice,EHDSSpecimen.container.containerDevice,,,
EHDSSpecimen,condition,EHDSSpecimen.condition,,,
EHDSSpecimen,note,EHDSSpecimen.note,,,
EHDSTelecom,use,EHDSTelecom.use,,,
EHDSTelecom,type,EHDSTelecom.type,,,
EHDSTelecom,value,EHDSTelecom.value,,,
EHDSTravelHistory,header,EHDSTravelHistory.header,,,
EHDSTravelHistory,header.subject,EHDSTravelHistory.header.subject,,,
EHDSTravelHistory,header.identifier,EHDSTravelHistory.header.identifier,,,
EHDSTravelHistory,header.author[x],EHDSTravelHistory.header.author[x],,,
EHDSTravelHistory,header.date,EHDSTravelHistory.header.date,,,
EHDSTravelHistory,header.status,EHDSTravelHistory.header.status,,,
EHDSTravelHistory,header.source,EHDSTravelHistory.header.source,,,
EHDSTravelHistory,header.language,EHDSTravelHistory.header.language,,,
EHDSTravelHistory,country,EHDSTravelHistory.country,,,
EHDSTravelHistory,period,EHDSTravelHistory.period,,,
